country,cnt,var,year,War flag,Attribute,Value,Image
Argentina,ARG,EMP,1990,0,Total GDP,11811.47989,#FIELD!
Bangladesh,BGD,VA,1990,0,Agriculture,328426.4129,#FIELD!
Bangladesh,BGD,VA,1990,0,Mining,11949.0277,#FIELD!
Bangladesh,BGD,VA,1990,0,Manufacturing,133527.0725,#FIELD!
Bangladesh,BGD,VA,1990,0,Utilities,17928.81582,#FIELD!
Bangladesh,BGD,VA,1990,0,Construction,48632.67816,#FIELD!
Bangladesh,BGD,VA,1990,0,Trade services,133817.6876,#FIELD!
Bangladesh,BGD,VA,1990,0,Transport services,81756.86782,#FIELD!
Bangladesh,BGD,VA,1990,0,Business services,40852.551,#FIELD!
Bangladesh,BGD,VA,1990,0,Financial services,22767.60217,#FIELD!
Bangladesh,BGD,VA,1990,0,Real estate,55598.01453,#FIELD!
Bangladesh,BGD,VA,1990,0,Government services,72851.79208,#FIELD!
Bangladesh,BGD,VA,1990,0,Other services,116818.3126,#FIELD!
Bangladesh,BGD,VA,1990,0,Total GDP,1064926.835,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Agriculture,978628.2261,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Mining,35539.14325,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Manufacturing,386548.3975,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Utilities,32545.52551,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Construction,167755.9566,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Trade services,486560.5567,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Transport services,444703.3173,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Business services,128543.806,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Financial services,113990.4596,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Real estate,273336.1782,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Government services,220931.123,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Other services,648023.7802,#FIELD!
Bangladesh,BGD,VA_Q15,1990,0,Total GDP,3917106.47,#FIELD!
Bangladesh,BGD,EMP,1990,0,Agriculture,26836.21277,#FIELD!
Bangladesh,BGD,EMP,1990,0,Mining,29.77176857,#FIELD!
Bangladesh,BGD,EMP,1990,0,Manufacturing,5238.178394,#FIELD!
Bangladesh,BGD,EMP,1990,0,Utilities,21.24801958,#FIELD!
Bangladesh,BGD,EMP,1990,0,Construction,480.0034767,#FIELD!
Bangladesh,BGD,EMP,1990,0,Trade services,3427.791839,#FIELD!
Bangladesh,BGD,EMP,1990,0,Transport services,1128.524164,#FIELD!
Bangladesh,BGD,EMP,1990,0,Business services,102.1286404,#FIELD!
Bangladesh,BGD,EMP,1990,0,Financial services,147.0694934,#FIELD!
Bangladesh,BGD,EMP,1990,0,Real estate,7.718029837,#FIELD!
Bangladesh,BGD,EMP,1990,0,Government services,1507.919596,#FIELD!
Bangladesh,BGD,EMP,1990,0,Other services,1889.111883,#FIELD!
Bangladesh,BGD,EMP,1990,0,Total GDP,40815.67807,#FIELD!
Bolivia,BOL,VA,1990,0,Agriculture,2371.077205,#FIELD!
Bolivia,BOL,VA,1990,0,Mining,1581.912654,#FIELD!
Bolivia,BOL,VA,1990,0,Manufacturing,2619.623205,#FIELD!
Bolivia,BOL,VA,1990,0,Utilities,248.4167964,#FIELD!
Bolivia,BOL,VA,1990,0,Construction,474.0222353,#FIELD!
Bolivia,BOL,VA,1990,0,Trade services,1874.961154,#FIELD!
Bolivia,BOL,VA,1990,0,Transport services,1261.947498,#FIELD!
Bolivia,BOL,VA,1990,0,Business services,570.1405808,#FIELD!
Bolivia,BOL,VA,1990,0,Financial services,262.082,#FIELD!
Bolivia,BOL,VA,1990,0,Real estate,914.2883497,#FIELD!
Bolivia,BOL,VA,1990,0,Government services,1552.659,#FIELD!
Bolivia,BOL,VA,1990,0,Other services,685.3361237,#FIELD!
Bolivia,BOL,VA,1990,0,Total GDP,14416.4668,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Agriculture,10955.02159,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Mining,7231.094421,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Manufacturing,8841.064114,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Utilities,1301.594072,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Construction,1927.518084,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Trade services,8718.010858,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Transport services,6010.887159,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Business services,1700.006116,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Financial services,1337.605452,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Real estate,3466.509478,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Government services,12639.64822,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Other services,3857.435245,#FIELD!
Bolivia,BOL,VA_Q15,1990,0,Total GDP,67986.39481,#FIELD!
Bolivia,BOL,EMP,1990,0,Agriculture,1695.193067,#FIELD!
Bolivia,BOL,EMP,1990,0,Mining,89.05137746,#FIELD!
Bolivia,BOL,EMP,1990,0,Manufacturing,146.9394217,#FIELD!
Bolivia,BOL,EMP,1990,0,Utilities,2.663582202,#FIELD!
Bolivia,BOL,EMP,1990,0,Construction,81.79545598,#FIELD!
Bolivia,BOL,EMP,1990,0,Trade services,208.7721268,#FIELD!
Bolivia,BOL,EMP,1990,0,Transport services,98.31978015,#FIELD!
Bolivia,BOL,EMP,1990,0,Business services,22.06597711,#FIELD!
Bolivia,BOL,EMP,1990,0,Financial services,3.310138543,#FIELD!
Bolivia,BOL,EMP,1990,0,Real estate,0.463881493,#FIELD!
Bolivia,BOL,EMP,1990,0,Government services,230.3842998,#FIELD!
Bolivia,BOL,EMP,1990,0,Other services,311.4402837,#FIELD!
Bolivia,BOL,EMP,1990,0,Total GDP,2890.399392,#FIELD!
Botswana,BWA,VA,1990,0,Agriculture,384.7019213,#FIELD!
Botswana,BWA,VA,1990,0,Mining,2468.571992,#FIELD!
Botswana,BWA,VA,1990,0,Manufacturing,478.7241228,#FIELD!
Botswana,BWA,VA,1990,0,Utilities,115.0288154,#FIELD!
Botswana,BWA,VA,1990,0,Construction,543.527565,#FIELD!
Botswana,BWA,VA,1990,0,Trade services,552.8133982,#FIELD!
Botswana,BWA,VA,1990,0,Transport services,125.2122746,#FIELD!
Botswana,BWA,VA,1990,0,Business services,198.6288499,#FIELD!
Botswana,BWA,VA,1990,0,Financial services,180.3733054,#FIELD!
Botswana,BWA,VA,1990,0,Real estate,282,#FIELD!
Botswana,BWA,VA,1990,0,Government services,843.9895673,#FIELD!
Botswana,BWA,VA,1990,0,Other services,271.7136631,#FIELD!
Botswana,BWA,VA,1990,0,Total GDP,6445.285475,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Agriculture,2955.10349,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Mining,17390.60147,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Manufacturing,3020.041979,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Utilities,690.0907769,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Construction,2825.194807,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Trade services,3316.485752,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Transport services,808.9642256,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Business services,921.7656036,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Financial services,1050.367794,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Real estate,1839.988873,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Government services,6118.414081,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Other services,1535.477021,#FIELD!
Botswana,BWA,VA_Q15,1990,0,Total GDP,42472.49587,#FIELD!
Botswana,BWA,EMP,1990,0,Agriculture,169.669,#FIELD!
Botswana,BWA,EMP,1990,0,Mining,12.74094446,#FIELD!
Botswana,BWA,EMP,1990,0,Manufacturing,28.98370742,#FIELD!
Botswana,BWA,EMP,1990,0,Utilities,5.929010847,#FIELD!
Botswana,BWA,EMP,1990,0,Construction,48.7699572,#FIELD!
Botswana,BWA,EMP,1990,0,Trade services,32.09388343,#FIELD!
Botswana,BWA,EMP,1990,0,Transport services,8.563036064,#FIELD!
Botswana,BWA,EMP,1990,0,Business services,10.22288064,#FIELD!
Botswana,BWA,EMP,1990,0,Financial services,2.965076863,#FIELD!
Botswana,BWA,EMP,1990,0,Real estate,0.701595652,#FIELD!
Botswana,BWA,EMP,1990,0,Government services,56.20197592,#FIELD!
Botswana,BWA,EMP,1990,0,Other services,44.81136396,#FIELD!
Botswana,BWA,EMP,1990,0,Total GDP,421.6524325,#FIELD!
Brazil,BRA,VA,1990,0,Agriculture,0.55257839,#FIELD!
Brazil,BRA,VA,1990,0,Mining,0.151392611,#FIELD!
Brazil,BRA,VA,1990,0,Manufacturing,1.979472837,#FIELD!
Brazil,BRA,VA,1990,0,Utilities,0.259116388,#FIELD!
Brazil,BRA,VA,1990,0,Construction,0.629868139,#FIELD!
Brazil,BRA,VA,1990,0,Trade services,1.482999794,#FIELD!
Brazil,BRA,VA,1990,0,Transport services,0.305816489,#FIELD!
Brazil,BRA,VA,1990,0,Business services,1.442677027,#FIELD!
Brazil,BRA,VA,1990,0,Financial services,0.883480881,#FIELD!
Brazil,BRA,VA,1990,0,Real estate,1.581175572,#FIELD!
Brazil,BRA,VA,1990,0,Government services,2.42859744,#FIELD!
Brazil,BRA,VA,1990,0,Other services,0.39307569,#FIELD!
Brazil,BRA,VA,1990,0,Total GDP,12.09025126,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Agriculture,109708.938,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Mining,46778.96441,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Manufacturing,420500.305,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Utilities,62446.77821,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Construction,180071.5952,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Trade services,435581.9052,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Transport services,103105.7244,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Business services,472403.1469,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Financial services,247837.8664,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Real estate,407093.2007,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Government services,632560.2802,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Other services,88106.28857,#FIELD!
Brazil,BRA,VA_Q15,1990,0,Total GDP,3206194.993,#FIELD!
Brazil,BRA,EMP,1990,0,Agriculture,13712.83968,#FIELD!
Brazil,BRA,EMP,1990,0,Mining,437.667025,#FIELD!
Brazil,BRA,EMP,1990,0,Manufacturing,8757.953571,#FIELD!
Brazil,BRA,EMP,1990,0,Utilities,896.9070833,#FIELD!
Brazil,BRA,EMP,1990,0,Construction,4180.455513,#FIELD!
Brazil,BRA,EMP,1990,0,Trade services,9916.159638,#FIELD!
Brazil,BRA,EMP,1990,0,Transport services,2074.899805,#FIELD!
Brazil,BRA,EMP,1990,0,Business services,3592.608774,#FIELD!
Brazil,BRA,EMP,1990,0,Financial services,621.8173938,#FIELD!
Brazil,BRA,EMP,1990,0,Real estate,207.8615787,#FIELD!
Brazil,BRA,EMP,1990,0,Government services,8117.618177,#FIELD!
Brazil,BRA,EMP,1990,0,Other services,9115.143728,#FIELD!
Brazil,BRA,EMP,1990,0,Total GDP,61631.93197,#FIELD!
Burkina Faso,BFA,VA,1990,0,Agriculture,231760.2349,#FIELD!
Burkina Faso,BFA,VA,1990,0,Mining,35148.14815,#FIELD!
Burkina Faso,BFA,VA,1990,0,Manufacturing,171778.8812,#FIELD!
Burkina Faso,BFA,VA,1990,0,Utilities,4963.636364,#FIELD!
Burkina Faso,BFA,VA,1990,0,Construction,27443.05177,#FIELD!
Burkina Faso,BFA,VA,1990,0,Trade services,158426.4706,#FIELD!
Burkina Faso,BFA,VA,1990,0,Transport services,8491.747573,#FIELD!
Burkina Faso,BFA,VA,1990,0,Business services,22276.15234,#FIELD!
Burkina Faso,BFA,VA,1990,0,Financial services,12746.89302,#FIELD!
Burkina Faso,BFA,VA,1990,0,Real estate,135771.4081,#FIELD!
Burkina Faso,BFA,VA,1990,0,Government services,175443.8756,#FIELD!
Burkina Faso,BFA,VA,1990,0,Other services,34170.83854,#FIELD!
Burkina Faso,BFA,VA,1990,0,Total GDP,1018421.338,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Agriculture,540915.4361,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Mining,130576.5993,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Manufacturing,245297.9732,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Utilities,9503.680127,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Construction,31626.41938,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Trade services,281795.1347,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Transport services,23742.50735,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Business services,22737.18977,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Financial services,11649.30632,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Real estate,175535.5582,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Government services,353500.1089,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Other services,62317.15672,#FIELD!
Burkina Faso,BFA,VA_Q15,1990,0,Total GDP,1889197.07,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Agriculture,3494.886166,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Mining,3.64204815,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Manufacturing,115.6572364,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Utilities,1.243626197,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Construction,16.61129278,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Trade services,166.4682496,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Transport services,16.78834702,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Business services,2.042450661,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Financial services,0.15295308,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Real estate,0.025963972,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Government services,124.5402806,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Other services,16.07831012,#FIELD!
Burkina Faso,BFA,EMP,1990,0,Total GDP,3958.136925,#FIELD!
Cambodia,KHM,VA,1990,0,Agriculture,359074.9839,Image of Cambodia
Cambodia,KHM,VA,1990,0,Mining,13438.21319,Image of Cambodia
Cambodia,KHM,VA,1990,0,Manufacturing,52368.48714,Image of Cambodia
Cambodia,KHM,VA,1990,0,Utilities,1312.631626,Image of Cambodia
Cambodia,KHM,VA,1990,0,Construction,16858.11392,Image of Cambodia
Cambodia,KHM,VA,1990,0,Trade services,96352.35556,Image of Cambodia
Cambodia,KHM,VA,1990,0,Transport services,46210.75065,Image of Cambodia
Cambodia,KHM,VA,1990,0,Business services,68219.27913,Image of Cambodia
Cambodia,KHM,VA,1990,0,Financial services,11476.72028,Image of Cambodia
Cambodia,KHM,VA,1990,0,Real estate,4535.70165,Image of Cambodia
Cambodia,KHM,VA,1990,0,Government services,32209.20281,Image of Cambodia
Cambodia,KHM,VA,1990,0,Other services,14409.75175,Image of Cambodia
Cambodia,KHM,VA,1990,0,Total GDP,716466.1916,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Agriculture,7325578.125,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Mining,33412.32925,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Manufacturing,697634.4015,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Utilities,22744.94111,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Construction,450395.2115,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Trade services,1669568.681,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Transport services,832930.8215,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Business services,1233907.301,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Financial services,175562.809,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Real estate,82038.91117,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Government services,670495.4168,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Other services,249688.449,Image of Cambodia
Cambodia,KHM,VA_Q15,1990,0,Total GDP,13443957.4,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Agriculture,2893.487439,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Mining,6.559704791,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Manufacturing,44.02198868,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Utilities,1.254106721,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Construction,15.06080838,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Trade services,169.5646652,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Transport services,49.20847172,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Business services,3.471707256,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Financial services,0.289174227,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Real estate,0.098922635,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Government services,234.8555029,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Other services,43.88926572,Image of Cambodia
Cambodia,KHM,EMP,1990,0,Total GDP,3461.761758,Image of Cambodia
Cameroon,CMR,VA,1990,0,Agriculture,361594.2757,#FIELD!
Cameroon,CMR,VA,1990,0,Mining,88292.45819,#FIELD!
Cameroon,CMR,VA,1990,0,Manufacturing,544750.8886,#FIELD!
Cameroon,CMR,VA,1990,0,Utilities,108422.1315,#FIELD!
Cameroon,CMR,VA,1990,0,Construction,155799.7255,#FIELD!
Cameroon,CMR,VA,1990,0,Trade services,414118.239,#FIELD!
Cameroon,CMR,VA,1990,0,Transport services,208518.6668,#FIELD!
Cameroon,CMR,VA,1990,0,Business services,267167.542,#FIELD!
Cameroon,CMR,VA,1990,0,Financial services,172915.4794,#FIELD!
Cameroon,CMR,VA,1990,0,Real estate,282946.571,#FIELD!
Cameroon,CMR,VA,1990,0,Government services,642609.2827,#FIELD!
Cameroon,CMR,VA,1990,0,Other services,96449.14006,#FIELD!
Cameroon,CMR,VA,1990,0,Total GDP,3343584.4,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Agriculture,863288.2802,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Mining,693237.3729,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Manufacturing,1250454.263,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Utilities,352356.2138,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Construction,567008.0246,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Trade services,938266.0469,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Transport services,374492.6137,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Business services,843006.6263,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Financial services,200403.9314,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Real estate,777009.4693,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Government services,1233404.66,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Other services,280402.7365,#FIELD!
Cameroon,CMR,VA_Q15,1990,0,Total GDP,8373330.239,#FIELD!
Cameroon,CMR,EMP,1990,0,Agriculture,3030.281331,#FIELD!
Cameroon,CMR,EMP,1990,0,Mining,3.908044033,#FIELD!
Cameroon,CMR,EMP,1990,0,Manufacturing,226.6011058,#FIELD!
Cameroon,CMR,EMP,1990,0,Utilities,7.701384441,#FIELD!
Cameroon,CMR,EMP,1990,0,Construction,73.73967896,#FIELD!
Cameroon,CMR,EMP,1990,0,Trade services,296.8108157,#FIELD!
Cameroon,CMR,EMP,1990,0,Transport services,67.88284147,#FIELD!
Cameroon,CMR,EMP,1990,0,Business services,13.400067,#FIELD!
Cameroon,CMR,EMP,1990,0,Financial services,2.088239175,#FIELD!
Cameroon,CMR,EMP,1990,0,Real estate,0.101284068,#FIELD!
Cameroon,CMR,EMP,1990,0,Government services,73.55434743,#FIELD!
Cameroon,CMR,EMP,1990,0,Other services,261.494909,#FIELD!
Cameroon,CMR,EMP,1990,0,Total GDP,4057.564048,#FIELD!
Chile,CHL,VA,1990,0,Agriculture,701333.8182,#FIELD!
Chile,CHL,VA,1990,0,Mining,1304329.803,#FIELD!
Chile,CHL,VA,1990,0,Manufacturing,1720292.726,#FIELD!
Chile,CHL,VA,1990,0,Utilities,254073.2993,#FIELD!
Chile,CHL,VA,1990,0,Construction,644579.1974,#FIELD!
Chile,CHL,VA,1990,0,Trade services,1270077.243,#FIELD!
Chile,CHL,VA,1990,0,Transport services,411171.2371,#FIELD!
Chile,CHL,VA,1990,0,Business services,757193.9687,#FIELD!
Chile,CHL,VA,1990,0,Financial services,253774.9217,#FIELD!
Chile,CHL,VA,1990,0,Real estate,844997.4683,#FIELD!
Chile,CHL,VA,1990,0,Government services,338466.0795,#FIELD!
Chile,CHL,VA,1990,0,Other services,842610.3035,#FIELD!
Chile,CHL,VA,1990,0,Total GDP,9342900.066,#FIELD!
Chile,CHL,VA_Q15,1990,0,Agriculture,1963096.845,#FIELD!
Chile,CHL,VA_Q15,1990,0,Mining,5729567.098,#FIELD!
Chile,CHL,VA_Q15,1990,0,Manufacturing,8366886.594,#FIELD!
Chile,CHL,VA_Q15,1990,0,Utilities,1513115.527,#FIELD!
Chile,CHL,VA_Q15,1990,0,Construction,3832108.645,#FIELD!
Chile,CHL,VA_Q15,1990,0,Trade services,3651746.063,#FIELD!
Chile,CHL,VA_Q15,1990,0,Transport services,1782150.639,#FIELD!
Chile,CHL,VA_Q15,1990,0,Business services,2675246.364,#FIELD!
Chile,CHL,VA_Q15,1990,0,Financial services,946031.1853,#FIELD!
Chile,CHL,VA_Q15,1990,0,Real estate,3592486.421,#FIELD!
Chile,CHL,VA_Q15,1990,0,Government services,3630207.552,#FIELD!
Chile,CHL,VA_Q15,1990,0,Other services,7719864.774,#FIELD!
Chile,CHL,VA_Q15,1990,0,Total GDP,45402507.71,#FIELD!
Chile,CHL,EMP,1990,0,Agriculture,595.7112156,#FIELD!
Chile,CHL,EMP,1990,0,Mining,106.1047172,#FIELD!
Chile,CHL,EMP,1990,0,Manufacturing,577.6342044,#FIELD!
Chile,CHL,EMP,1990,0,Utilities,22.54512845,#FIELD!
Chile,CHL,EMP,1990,0,Construction,313.8899396,#FIELD!
Chile,CHL,EMP,1990,0,Trade services,554.5866661,#FIELD!
Chile,CHL,EMP,1990,0,Transport services,344.1307147,#FIELD!
Chile,CHL,EMP,1990,0,Business services,182.8857941,#FIELD!
Chile,CHL,EMP,1990,0,Financial services,34.08067972,#FIELD!
Chile,CHL,EMP,1990,0,Real estate,11.07855066,#FIELD!
Chile,CHL,EMP,1990,0,Government services,682.7214943,#FIELD!
Chile,CHL,EMP,1990,0,Other services,897.2200286,#FIELD!
Chile,CHL,EMP,1990,0,Total GDP,4322.589133,#FIELD!
China,CHN,VA,1990,0,Agriculture,512498.7177,Image of China
China,CHN,VA,1990,0,Mining,61908.28816,Image of China
China,CHN,VA,1990,0,Manufacturing,577612.4591,Image of China
China,CHN,VA,1990,0,Utilities,40107.81417,Image of China
China,CHN,VA,1990,0,Construction,85940,Image of China
China,CHN,VA,1990,0,Trade services,157079.9067,Image of China
China,CHN,VA,1990,0,Transport services,116057.627,Image of China
China,CHN,VA,1990,0,Business services,29148.76993,Image of China
China,CHN,VA,1990,0,Financial services,101750.1756,Image of China
China,CHN,VA,1990,0,Real estate,66222.06198,Image of China
China,CHN,VA,1990,0,Government services,108336.1648,Image of China
China,CHN,VA,1990,0,Other services,15956.64851,Image of China
China,CHN,VA,1990,0,Total GDP,1872618.634,Image of China
China,CHN,VA_Q15,1990,0,Agriculture,2663198.645,Image of China
China,CHN,VA_Q15,1990,0,Mining,159317.3876,Image of China
China,CHN,VA_Q15,1990,0,Manufacturing,2086255.06,Image of China
China,CHN,VA_Q15,1990,0,Utilities,161002.8112,Image of China
China,CHN,VA_Q15,1990,0,Construction,406240.3899,Image of China
China,CHN,VA_Q15,1990,0,Trade services,630558.0868,Image of China
China,CHN,VA_Q15,1990,0,Transport services,413149.6838,Image of China
China,CHN,VA_Q15,1990,0,Business services,144766.706,Image of China
China,CHN,VA_Q15,1990,0,Financial services,340053.2421,Image of China
China,CHN,VA_Q15,1990,0,Real estate,328890.3716,Image of China
China,CHN,VA_Q15,1990,0,Government services,366627.1852,Image of China
